root - INFO - 2023-03-09 09:09:28.494984 - Finvant Alcubierre Mk1 OMS Backend turned on.
root - INFO - 2023-03-09 09:09:28.603634 - OMS Backend mainloop started.
root - INFO - 2023-03-09 09:09:30.568650 - OMSB: Logging in for backend kite ticker.
root - INFO - 2023-03-09 09:09:36.984075 - OMSB: Login succesful for backend kite ticker.
root - INFO - 2023-03-09 09:09:37.370035 - Attempting XTS login.
root - INFO - 2023-03-09 09:09:37.527277 - ODIN login for NB01.
root - INFO - 2023-03-09 09:09:38.153098 - ODIN login succesful for NB01.
root - INFO - 2023-03-09 09:09:38.262004 - OMSB: Zerodha login for WG5235.
root - INFO - 2023-03-09 09:09:44.024555 - OMSB: Zerodha login succesful for WG5235.
root - CRITICAL - CRITICAL ERROR:2023-03-09 09:09:44.222041 - Failed to place Zerodha Kite options order. User: FINVANT_LIVE. Tradingsymbol:NIFTY2330917700CE. QTY:50 .
['Traceback (most recent call last):', '  File "/Users/aditya/Documents/dev/CloudAccess/CloudDownloads/OMS/Backend/Scripts/OrderPlacement.py", line 76, in placeOrder', "    order_id = brokerage_object.place_order(variety='regular', exchange=exchange, tradingsymbol=tradingsymbol, transaction_type=transaction_type, quantity=abs(qty*lot_size), product=brokerage_object.PRODUCT_NRML, order_type=brokerage_object.ORDER_TYPE_LIMIT, price=price, validity=None, disclosed_quantity=None, trigger_price=None, squareoff=None, stoploss=None, trailing_stoploss=None, tag=None)", '  File "/opt/homebrew/lib/python3.9/site-packages/kiteconnect/connect.py", line 355, in place_order', '    return self._post("order.place",', '  File "/opt/homebrew/lib/python3.9/site-packages/kiteconnect/connect.py", line 841, in _post', '    return self._request(route, "POST", url_args=url_args, params=params, is_json=is_json, query_params=query_params)', '  File "/opt/homebrew/lib/python3.9/site-packages/kiteconnect/connect.py", line 913, in _request', '    raise exp(data["message"], code=r.status_code)', 'kiteconnect.exceptions.InputException: Trading will commence from 9:15 AM. Use GTT for placing long standing orders instead. [Read more.](https://support.zerodha.com/category/trading-and-markets/gtt/articles/what-is-the-good-till-triggered-gtt-feature)']
root - CRITICAL - CRITICAL ERROR:2023-03-09 09:09:44.331802 - Failed to update order placement in DB. User: FINVANT_LIVE. Tradingsymbol:NIFTY2330917700CE. QTY:50.
['Traceback (most recent call last):', '  File "/Users/aditya/Documents/dev/CloudAccess/CloudDownloads/OMS/Backend/Scripts/OrderPlacement.py", line 132, in placeOrder', '    update_order_placement(username=username,tradingsymbol=tradingsymbol,placed_qty=qty,placed_price=placed_price, spread_list=spread_list, debug=debug) # If this fails, infinite order placement -> stop this thread + critical user message', '  File "/Users/aditya/Documents/dev/CloudAccess/CloudDownloads/OMS/Backend/Scripts/DBManager.py", line 439, in update_order_placement', '    update_orderbuffer(username=username,tradingsymbol=tradingsymbol,placed_qty=placed_qty,placed_price=placed_price,cur=cur, spread_list= spread_list, debug=debug)', '  File "/Users/aditya/Documents/dev/CloudAccess/CloudDownloads/OMS/Backend/Scripts/DBManager.py", line 377, in update_orderbuffer', '    update_order_reference(username=username, position_list=positions_list, placed_price=new_placement_price,order_completion=order_completion,cur=cur, spread_list=spread_list, rollover = rollover, debug=debug)', '  File "/Users/aditya/Documents/dev/CloudAccess/CloudDownloads/OMS/Backend/Scripts/DBManager.py", line 400, in update_order_reference', "    order_id = list(cur.execute('SELECT order_id FROM orderbook WHERE username={} AND strategy_name={} AND position={} AND instrument_nomenclature={};'.format(gSF(username),gSF(strategy_name),gSF(traded_position),gSF(instrument_nomenclature))).fetchall()[0])[0]", 'IndexError: list index out of range']
root - INFO - 2023-03-09 09:14:41.946357 - Finvant Alcubierre Mk1 OMS Backend turned on.
root - INFO - 2023-03-09 09:14:42.056585 - OMS Backend mainloop started.
root - INFO - 2023-03-09 09:14:44.024731 - OMSB: Logging in for backend kite ticker.
root - INFO - 2023-03-09 09:14:50.551014 - OMSB: Login succesful for backend kite ticker.
root - INFO - 2023-03-09 09:14:50.937983 - Attempting XTS login.
root - INFO - 2023-03-09 09:14:51.110556 - ODIN login for NB01.
root - INFO - 2023-03-09 09:14:51.621470 - ODIN login succesful for NB01.
root - INFO - 2023-03-09 09:14:51.727450 - OMSB: Zerodha login for WG5235.
root - INFO - 2023-03-09 09:14:58.330515 - OMSB: Zerodha login succesful for WG5235.
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection error: 1006 - connection was closed uncleanly (None)
kiteconnect.ticker - ERROR - Connection closed: 1006 - connection was closed uncleanly (None)
